ID	HC_1	HC_10	HC_11	HC_12	HC_13	HC_2	HC_3	HC_4	HC_5	HC_6	HC_7	HC_8	HC_9	PTB_1	PTB_10	PTB_11	PTB_12	PTB_13	PTB_2	PTB_3	PTB_4	PTB_5	PTB_6	PTB_7	PTB_8	PTB_9
ENSG00000000003	3.858913733463177	2.8170168620882134	0	2.75060110315181	3.2242506259594306	4.864843647262905	9.510734913366955	0	6.413691929961571	0	3.039919699228984	2.7135247247636776	3.890397552038749	2.6634447770612857	2.4624499525411463	1.431157787935653	0.8194222288895178	0.7312883816746638	1.6409231469866643	0	0.6774393183243742	0.6781851056538472	1.1062818435078952	6.658853882287796	0	0.5767772984072682
ENSG00000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000000419	211.46847259378208	221.13582367392476	194.48270351289284	234.71796080228776	177.33378442776868	186.80999605489558	187.0444532962168	130.71663739792115	158.7388752665489	208.74615482828048	164.15566375836514	179.0926318344027	181.55188576180828	170.99315468733454	187.1461963931271	133.09767427801572	200.75844607793184	153.57056015167942	125.80410793564425	139.18041437264574	168.6823902627692	204.133716801808	161.5171491521527	171.46548746891077	158.95523293778692	181.68484899828948
ENSG00000000457	126.5723704575922	112.68067448352853	110.47146764167724	118.27584743552782	98.33964409176262	79.78343581511164	102.50458739962163	120.11799112241404	102.61907087938513	101.21025688643903	69.91815308226663	71.90840520623746	101.15033635300748	125.18190452188043	138.71801399315123	103.04336073136702	108.16373421341635	104.57423857947693	94.62656814289764	162.12224091758736	139.5524995748211	111.22235732723094	91.82139301115531	94.888667822601107	77.62929980682617	74.4042714945376
ENSG00000000460	22.381699654086425	19.719118034617495	19.18366803358467	22.921675859598412	17.733378442776868	18.48640585959904	28.532204740100866	10.598646275507122	36.878728597279036	23.194017203142277	23.30605102742221	35.27582142192781	16.85838939216791	20.774869261078027	13.133066413552779	32.91662912252002	16.388444577790356	24.86380497693857	22.42594967548441	18.353461235953286	24.387815459677473	20.345553169615414	26.550764244189484	8.323567352859746	24.028116606874768	23.647869234697996
ENSG00000000938	6595.655353235262	10735.651261418181	5461.391837423277	7505.473543466905	4923.43070584005	5574.137851033837	5517.282998076542	6652.416978926636	4192.1493877211315	6897.057297407126	5177.99655435337	6303.517935626023	6843.209294036159	5254.976545141916	11901.02062063136	7815.552679916601	5345.091199046324	7512.525544943822	8801.364786054139	7136.437510579836	6852.97614416937	5746.940585310701	9320.424531554017	7397.986663221742	7027.2999491798355	6977.274978832724
ENSG00000000971	27.012396134242238	43.66376136236731	39.02884186143088	8.251803309455429	41.109195480982734	29.18906188357743	12.680979884489274	56.52611346937131	29.663325176072266	6.325641055402439	78.02460561354393	16.281148348582065	19.451987760193745	9.05571224200837	8.208166508470487	4.293473363806959	17.207866806679874	17.550921160191933	4.3757950586311045	18.353461235953286	23.7103761413531	34.5874403883462	6.637691061047371	13.317707764575593	62.84276651028785	10.381991371330828
ENSG00000001036	58.65548874864029	142.25935153545478	137.59320520640037	93.52043750716153	77.38201502302633	92.4320292979952	103.56133572332907	123.65087321424974	72.15403421206767	80.12478670176422	81.0645253127729	111.25451371531078	115.41512737714955	101.21090152832886	128.0473975321396	160.28967224879312	102.42777861118972	130.16933193809018	176.67272549223085	124.65059089418273	103.64821570362926	90.19861905196167	101.77792960272636	104.8769486460328	81.32593313096075	154.57631597314787
ENSG00000001084	113.4520637638174	85.91901429369051	117.08652558429263	85.2686341977061	121.7154611299685	120.64812245212005	132.09354046342995	317.95938826521365	119.45501219553427	90.66752179410163	93.22420410968884	123.46537497674733	112.82152900912372	94.28594510796951	137.07638069145713	154.56504109705054	83.5810673467308	85.56074065593567	77.6703622907021	58.119293913852076	84.67991479054677	82.73858288976935	75.22716535853688	63.259111881734064	88.71919977922991	85.3630401642757
ENSG00000001167	307.9413159303615	292.9697536571742	211.02034836943136	275.06011031518096	270.0309899241023	276.323119164533	304.34351722774255	264.96615688767804	203.63471877627987	248.8085481791626	258.3931744344636	226.57931451776707	248.98544333047994	290.8481696550924	285.64419449477293	197.49977473512013	220.42457957128028	262.5325290212043	239.02780507772408	295.9495624297467	354.30076348364776	286.1941145859235	262.1887969113712	256.36587446808016	240.28116606874767	211.10049121706018
ENSG00000001460	14.663872187160072	14.085084310441067	11.907104296707725	12.836138481375112	20.9576290687363	9.72968729452581	25.361959768978547	7.065764183671414	21.6462102636203	16.868376147739838	20.266131328193225	29.848771972400453	20.74878694420666	21.840247171902543	13.133066413552779	31.485471334584368	13.110755662232284	16.088344396842604	13.127385175893314	27.530191853929928	14.22622568481186	11.529146796115402	12.169100278586848	13.317707764575593	27.72474993100935	16.14976435540351
