ID	H005	H010	H011	H012	H013	H014	H015	H016	H017	H019	H020	H021	H023	H027	H028	H029	H030	H031	H033	H035	H036	H037	H038	H039	H040	H041	H042	H043	H044	H045	H046	H047	H048	H049	H051	H053	H054	H055	H056	H057	H058	H059	H060	H062	H063	H065	H066	H069	H072	H073	H077	H078	H079	H080	H081	H082	H084	H088	H089	H090	H093	H094	H095	H099	H100	H101	H102	H103	H104	H105	H107	H108	H109	H110	H111	H113	H115	H117	H118	H135	H148	H163	H164	H165	H167	H169	H171	H173	H187	H192	H194	H225	H228	H231	H233	H234	H236	H238	H239	H240	H242	H243	H246	H247	H249	H255	H257	H260	H265	H266	H270	H271	H272	variance
ENSG00000067048	14.9311453532744	3.77975395575114	3.8706338582193	3.80797966786743	15.2386093579497	4.23088174604154	5.87539805079027	17.0372800642682	15.5020183265558	4.12778066872471	15.205410452076	15.0116852985203	4.23484746550594	14.1120332205914	4.06231393404804	4.0390694690462	13.877575862906	5.28214488417918	4.26166966560458	3.78677540398597	4.19246780205917	8.75623312186291	15.8306048109569	4.1567169598568	5.01605930005859	14.9244879620881	3.30065795868407	3.77263322274812	15.7320884067363	14.570506324645	15.2219453195339	15.0692742946824	5.39045503230825	16.1640761844712	4.35212443560823	4.59743765283423	3.98140366283679	14.8633039648765	14.8881986001594	15.7050804510974	4.38328030457847	15.6851819023944	15.0219102103195	15.0821669092927	3.98137088531347	4.26222174455118	15.4759779539944	4.84805434762309	15.1080933224231	16.4619605866528	4.27643742949938	14.816591850468	16.202884244316	14.7839980792708	5.44336938589744	15.6768910421864	15.1593744355573	3.78010769886036	3.7465253499183	4.27958453897328	3.74715815659833	15.1295567570968	4.45629157188696	4.97990937292107	16.6478173141249	4.79551086930753	4.40935549712614	15.6073456148619	15.2142986558138	15.7454752195108	15.4463627432462	14.4091390296016	16.1657472328497	15.7438322351958	14.984402015193	15.4757969183131	15.3202859340347	3.91189680818843	13.8578134277069	5.89458884701789	3.93284869048594	15.8013996807707	5.20858137909604	4.80249482941717	4.67160511241995	5.77306540892747	15.5280339432817	3.9123802986096	15.627492598029	4.35265148305138	16.2779212631235	4.8268130458612	15.5129708551608	15.2400523254282	14.9367484194924	14.9201758453794	14.7370960409268	15.4904455842568	5.06285487257772	15.8358026433875	7.28350429072209	14.8475625578915	15.455478361903	6.11482556530461	15.2115954521327	14.7348536322435	5.05575289781824	15.4588696275356	15.2952668293496	14.9406794970897	5.25441496381924	15.1884861453644	14.5672164660085	1.46305161028062
ENSG00000012817	13.8280165275657	3.77975395575114	4.10165059283339	3.30065795868407	14.6040762710621	3.96401994003768	4.48881368263197	14.3225118585374	13.8246766886857	3.97902155886661	14.3525441223597	14.4410003681421	4.13904987639563	13.3593449191107	3.7437810292359	3.7300619603901	12.0886655043649	4.40628447227473	3.9863568104443	3.30065795868407	3.30065795868407	7.26592043646758	14.0489605235778	3.73337081132151	3.30065795868407	14.0964743555906	3.30065795868407	3.77263322274812	14.0096940906728	13.8777586809697	14.2718179246101	13.6404799294257	4.89445339589788	14.0035546270018	3.97434250420893	4.01021426760718	3.78422901282284	14.2296174537801	14.2114812887345	14.614176283299	3.75124668826143	14.7616098584957	14.4396845835185	14.6391678469592	3.30065795868407	3.98675767558135	13.9357254394884	3.97611813210665	13.8916340542644	14.3164247648691	3.30065795868407	14.077502626766	14.0287896958433	14.0269779574331	4.87902814205712	14.3122478751369	13.9141998900093	3.78010769886036	3.30065795868407	3.30065795868407	3.30065795868407	14.5092274763958	3.93001535485592	4.41237227489016	14.3902488874097	4.0727251657572	3.76252730716008	13.6716407851992	14.3777530542867	13.7831395586978	14.3520648626632	13.9595681544646	14.6039205033088	14.4494847263571	15.4460077654697	13.9441327104213	14.4395321621042	3.73447276928285	14.2873373995264	4.02128287420552	3.30065795868407	14.7363118474919	4.66908175385533	3.97459192808039	3.90308980276509	3.9114681466118	13.9469318072664	3.30065795868407	14.0118052135999	3.30065795868407	14.7528630039009	4.20839891531801	14.3686529866554	8.02789614867359	14.1161455565559	14.380289698554	14.6555860070357	14.4735161867469	3.30065795868407	13.7573984944631	6.49410246685767	14.197889212627	14.0248223155388	3.30065795868407	14.0808603071185	14.1972967692364	4.02468380260768	14.8258349528735	14.0617170008815	14.4721377062247	3.86013518362988	14.1967591103139	13.7679483867893	1.42230780759672
ENSG00000129824	13.9426959937532	3.77975395575114	3.8706338582193	3.80797966786743	13.9209405409546	3.96401994003768	5.15108313907986	14.6205288066161	14.0800198128615	3.78252162887812	14.6129014362487	13.4832720297573	3.89760034366838	15.2179733720789	3.7437810292359	3.30065795868407	14.2129111899694	4.24136428068261	3.78777971296659	3.30065795868407	3.75185527730618	7.42284330391308	14.1551863032834	3.73337081132151	3.30065795868407	14.4351996155075	3.30065795868407	3.30065795868407	14.7241811583242	14.3737994142612	13.9717944714003	14.5470654142445	4.0957250752139	13.9636012855672	4.35212443560823	3.80489186989837	3.30065795868407	13.8151104395853	14.1647202410558	13.6861511492755	3.75124668826143	14.4247667933115	13.7992472258338	13.9665285224371	3.30065795868407	3.30065795868407	14.0806115558427	4.24756334648355	14.390861015938	14.0572017903848	3.30065795868407	13.7757206646888	14.0032109204278	14.104610682986	4.65218780094247	13.5351705975669	14.0299158340707	3.30065795868407	3.7465253499183	4.5494758714952	3.30065795868407	14.8860893412938	4.37444368052438	4.93457254010507	13.8304724492397	4.18875209332082	4.40935549712614	14.2743417592295	14.198603526233	14.6963059750962	13.9741973899772	14.1776231302816	13.8523878597599	13.8480687868244	13.8526035044249	14.0972789250688	13.5013429542356	3.30065795868407	14.1853558219782	3.30065795868407	3.30065795868407	14.3226883389348	4.66908175385533	3.85256796261337	4.03587383720174	3.73416630579593	14.3026794906165	3.30065795868407	14.015345141841	3.73803394995763	14.2971979653545	3.71194746192495	13.7644864979381	13.886428889451	13.8239455340364	13.7789352415156	14.2124593213975	14.1236774396785	4.00196456071449	14.0333031349891	5.4522021923315	13.9382081895771	14.2605360604918	3.75392757740856	14.0431314299869	14.0757530874905	4.31438079647458	13.7566605398436	14.1465649436242	13.8031389552944	3.6974994557365	14.0977123566722	13.8128865620465	1.41670097433843
ENSG00000229807	4.29280005332851	12.2611235402799	12.3836518104026	15.1767750395082	3.92650583172896	15.0748971267367	14.5763550841485	4.34071149201952	4.36064652531383	13.3753902774485	3.75939515597896	3.30065795868407	14.2414030486512	3.30065795868407	14.6708384037557	14.667668719258	4.41245778621589	13.1225727944331	14.044878310818	12.4433073897757	13.4308803288131	3.86592714553114	3.30065795868407	13.005733380016	13.3516288631364	3.30065795868407	12.9378934883599	11.5076580578098	4.45367256187838	3.30065795868407	3.30065795868407	3.68417799336606	13.8999916791008	3.30065795868407	13.7009814626421	13.3107576903534	13.9218360634595	3.30065795868407	3.30065795868407	4.74256141596022	15.2319453292706	3.30065795868407	3.30065795868407	3.85856457266583	13.5454860193718	15.0196088379339	4.02891287019704	15.5450902370991	4.46316403339165	4.40634732396194	13.3540072766431	3.30065795868407	4.35602515628276	3.30065795868407	10.4237017373973	3.30065795868407	3.30065795868407	14.4255964466745	13.6406594817078	15.2642318023913	14.205436012331	5.21598761750797	10.6869501672963	14.0298422036424	3.30065795868407	11.9048179441012	11.1430928318773	4.07942175789731	3.30065795868407	3.30065795868407	3.70513290481095	3.30065795868407	4.42714415448066	3.30065795868407	3.74310598426896	3.30065795868407	3.91549351709041	14.2206832470616	4.07975068506311	14.8159606172151	14.1777423755396	3.8040485773682	14.4077397045598	13.541562921128	13.4193342956888	13.7165424024611	4.0324646700882	14.2606242774474	3.30065795868407	12.2456953811031	4.06515685525381	13.2161382078506	3.30065795868407	3.30065795868407	3.73386861263635	3.30065795868407	4.07109430439943	3.30065795868407	14.0674525338305	4.37208835998393	3.9613997113304	4.19409281891786	3.75427871979261	14.7771607257315	4.02168664684591	3.93145205412746	14.6078822352739	3.30065795868407	5.69978978531632	3.30065795868407	15.1183974494542	3.95816275402445	3.81045629806211	1.39858197397507
ENSG00000131002	13.3367240157494	3.77975395575114	3.8706338582193	3.80797966786743	13.4472885098393	3.77177276505753	4.41578530558031	13.3204144764012	13.7387355590347	4.12778066872471	13.3128980500681	13.5493514654169	3.89760034366838	12.6095245467699	3.30065795868407	3.30065795868407	11.0365483614364	4.24136428068261	3.9863568104443	3.30065795868407	3.30065795868407	6.31790291811275	13.4119740913883	3.30065795868407	3.30065795868407	12.87812241435	3.30065795868407	3.30065795868407	12.8095087323133	13.2332401668161	13.405012909263	12.9108081452875	4.0957250752139	13.1824724397441	3.77916835521176	3.80489186989837	3.78422901282284	13.3572896780269	13.5736583420243	13.6379679654734	4.07494998413356	14.0209390595406	14.1733545263613	13.5410186202128	3.30065795868407	3.7880671062432	13.7183879643255	4.07830687159454	13.1266201689837	13.4105732779083	3.30065795868407	13.3319700601772	13.2578959325899	13.3761821148945	4.36214648520818	13.0075990011414	13.1845720362283	3.30065795868407	3.30065795868407	3.30065795868407	3.30065795868407	13.2742651414464	3.30065795868407	4.14967731857839	13.0987644046577	4.18875209332082	3.95110967090603	13.1373306820188	13.5373255534194	12.5145993951367	13.7096143184177	13.2003475080634	13.5785408410697	13.567281913612	13.3754275365525	13.5749921343476	14.0827341240314	3.30065795868407	13.3467331512904	3.30065795868407	3.30065795868407	13.4882623830179	4.28571638831202	3.69209953996536	3.72817729566544	3.73416630579593	13.1781092753818	3.30065795868407	13.8325340970812	3.73803394995763	13.4120424831906	3.71194746192495	13.3741269566092	7.4465205382894	7.65065151851642	13.6152559347916	13.6005874194551	13.4692016685473	3.30065795868407	12.9750956338426	5.4522021923315	13.3823606060474	13.571479192849	3.75392757740856	13.3635773581794	13.5561537731665	3.30065795868407	12.688741904433	13.3111546751898	13.7275426384127	3.6974994557365	14.0486813782296	13.6945590324696	1.36119738073826
ENSG00000114374	13.250203379263	3.30065795868407	3.30065795868407	3.80797966786743	13.3346155788963	4.10964255341783	4.48881368263197	13.1199036142456	13.0457275398421	3.30065795868407	13.2249508007832	13.0742887397029	3.72425426960109	11.72304983503	3.30065795868407	3.30065795868407	11.4030764435615	4.54618244370193	3.30065795868407	3.30065795868407	3.75185527730618	6.4773123361127	13.5044939185838	3.30065795868407	3.30065795868407	12.5513639357794	3.30065795868407	3.30065795868407	12.4410835162152	13.101347962553	13.435175340492	12.2286958071367	4.21500441980128	13.9280312164508	3.77916835521176	4.01021426760718	3.78422901282284	13.2631437739747	13.5781091308853	13.4705373295806	3.75124668826143	13.5319941851273	13.6864006454641	13.3388662765096	3.7842055183066	3.7880671062432	13.4272290054811	4.07830687159454	12.8518504586284	14.2965942858603	3.30065795868407	12.8453823512152	13.2759910854536	13.0366315313912	4.51777760971799	13.4849045973982	13.1056439580265	3.30065795868407	3.7465253499183	3.70667290513189	3.30065795868407	12.6231665649246	3.30065795868407	4.14967731857839	13.6064389213049	4.0727251657572	3.76252730716008	13.0604274230849	13.2580334837171	13.3425167132676	13.1120141711719	12.5531918553118	13.4895300499292	13.4225478150854	13.2973973977721	13.4927354712343	13.8967603930885	3.73447276928285	13.1232657758502	3.81283660124478	3.7494576441444	13.7066881287296	4.2026939191039	3.85256796261337	4.14665514383945	3.30065795868407	13.3910091345831	3.30065795868407	13.4920918334416	3.73803394995763	13.6347855220717	4.20839891531801	13.6106524488509	13.4262187936018	13.2670280926515	13.1450526062101	13.4183213194664	13.4055558629119	3.30065795868407	13.4882020917448	5.21213385828972	13.0516157448741	13.0482686538198	3.30065795868407	13.2149844340626	13.1542975040766	3.30065795868407	13.4628238259099	13.1172858720457	13.4393221496686	3.30065795868407	13.5772122494203	13.0280084024888	1.35459738154662
ENSG00000211973	4.16397131054397	15.3329308397578	4.27565736051625	15.2161284324346	4.72178039637756	4.10964255341783	4.33656098753891	3.82906066144923	3.30065795868407	3.30065795868407	5.03669375251367	4.06564566817072	4.32060962727962	16.5331608271617	5.02956299323369	5.72936112461534	16.0954541974243	5.17451748562599	4.97056075693586	5.27252207350021	4.19246780205917	4.69602565779118	4.60327380970155	5.40686181499002	4.85123602194748	6.10993686301561	17.8035343390438	16.9155186473532	3.8272076767884	3.30065795868407	3.91661094075539	4.06112398583678	5.95735686217022	3.30065795868407	3.77916835521176	4.16546273844611	4.62755037931718	3.86001241971073	3.30065795868407	5.03475448187683	3.30065795868407	4.86285169593618	16.0658854790623	5.72616971531242	3.7842055183066	4.55635008749959	6.14795955049193	4.84805434762309	3.93389598121542	4.830237076804	15.9101592702121	4.836947270329	15.4881032219464	16.5847195792636	4.65218780094247	4.52306246786765	15.855294591952	4.24692270722919	4.84051873590203	3.70667290513189	5.21205907692751	4.91788686155336	5.70423292094594	5.97603204916012	3.30065795868407	4.90459747269962	4.71066975900724	3.75389004323246	4.22408221553824	5.23043927503922	4.27598352393538	4.28560358864358	4.22793043191627	14.2270975122292	5.88666607747015	4.79222946831548	3.73704435161218	3.30065795868407	5.40751406630888	4.42340059382033	16.6485551741235	4.2928827072071	16.6984290485687	4.66494796312477	16.4465501063967	4.04602678205468	15.8727799953999	6.04193684077996	5.24642563167577	4.05258033290572	5.98857296107651	4.6226369183002	3.30065795868407	15.862611559666	9.8415016599876	15.6146293631481	4.79253894149147	16.378106196944	16.6122342679821	4.84016411408115	5.74558037799036	4.61626718711025	5.06640503277593	3.75392757740856	4.98750588942079	4.28669053764796	7.28480089924434	3.80518486008854	17.2030013393476	3.30065795868407	4.33182489838521	3.30065795868407	3.66207246819171	1.32814496507757
ENSG00000183878	13.7532708380948	3.77975395575114	3.30065795868407	3.30065795868407	13.0060599097656	4.10964255341783	4.04084427750192	13.1682590603282	12.697670247256	3.97902155886661	12.6049421288473	12.607116869616	3.72425426960109	11.989120332923	3.30065795868407	3.7300619603901	10.9856996745904	4.3276791109775	3.78777971296659	3.30065795868407	3.30065795868407	5.96783686457531	12.5838734959553	3.30065795868407	3.30065795868407	12.223204385743	3.79498853999664	3.30065795868407	12.4009316008662	12.5259427081893	12.5180511784031	12.5816147274308	4.31885959748956	12.6829427756608	3.30065795868407	3.30065795868407	3.78422901282284	12.7023673901307	12.3675616272863	12.9592970970529	3.30065795868407	12.802863876786	12.8980973777297	12.4216636264531	3.30065795868407	3.30065795868407	12.6132692766235	3.30065795868407	12.3432667197479	13.8251261801912	3.30065795868407	12.9320104090016	12.8169171893925	12.5790853942286	4.36214648520818	12.79065610796	12.6480648188688	3.78010769886036	3.7465253499183	3.99937079756532	4.06803107309306	12.3391856472037	3.30065795868407	4.03851821014039	12.9790061737094	4.0727251657572	3.76252730716008	12.6933827023319	12.825153732379	13.0810434368769	12.8982399167062	12.4004187721827	13.0350617064852	12.8066629993477	13.298735322947	12.4744097165109	12.9231273788289	3.73447276928285	12.0663094651303	4.5247802255729	3.30065795868407	12.8639120716827	4.00382803965947	3.69209953996536	3.90308980276509	3.9114681466118	12.8908646295416	3.30065795868407	13.4354922680105	3.30065795868407	12.7123171452251	3.88037279882525	12.6891457963825	12.7301478457914	12.8067441046877	12.5592340812121	12.7250152962741	12.5991687543291	3.79897278482889	12.2323705050699	4.73167772734322	12.7263767220633	12.8759377076293	3.93909548257051	12.4295753692025	5.98065565805969	4.02468380260768	13.1309120773504	13.3732462091838	12.7329397788657	4.08707296263164	12.5782244012719	12.7196166587746	1.30371113145969
ENSG00000244734	11.2608695757592	11.6746977259078	4.54457671449103	15.798833839593	12.7451676733606	12.116132515892	15.1663138576179	5.46749164681561	13.2558598189135	4.76753051252449	4.70172154077364	8.26990492968664	19.310507516588	10.8422909320241	13.0007580886705	16.2761490149302	16.7453723060746	15.4939735207695	8.19322834784193	10.3878731329437	5.01089705262336	4.09511640005923	4.9637218061348	4.99279738409322	5.29052141975123	14.5462243350259	3.30065795868407	3.77263322274812	10.1067321970176	5.1409537882869	8.36912521574857	16.6212528851778	3.30065795868407	3.83834214261773	5.84295179520826	4.50664862213967	13.4615195083379	15.3846896306369	13.2959677336197	6.93368153870682	9.69644114970268	5.42287635396109	13.8007882496973	6.99848749987729	16.1372825608397	8.65143715346173	4.79435848730276	19.6859649826915	6.90898610595288	7.04882519579828	3.30065795868407	9.58100953379576	6.34898310818994	5.68661618218443	11.6345595816506	12.3050846140532	10.709625332877	3.97565332095433	7.95938988953582	20.0804315076221	12.7953179194408	14.0277729138678	10.1938465724391	4.03851821014039	3.9799891979688	7.19183271641216	7.44271442274805	3.30065795868407	4.30892947916235	6.29758676625334	7.22914201522711	16.7262255630167	3.96188060501357	4.0207300073618	6.47031852224185	3.71585607753522	3.30065795868407	3.91189680818843	16.5861489028719	3.30065795868407	4.07192278018059	4.2928827072071	3.87666044644809	3.85256796261337	3.30065795868407	8.66151143375024	6.61692804399781	8.52828544930876	7.09358353707987	6.9092736796916	3.8443641533227	6.17764499918658	4.86065921062186	3.95417263798151	5.0809542081356	3.93936067513979	5.93748080219108	4.11279029619479	6.21340577594439	3.30065795868407	4.10647347813308	5.31083742624794	5.52621971796587	8.88141511307039	6.17778438145688	4.28669053764796	5.11455740518303	12.3825666612373	8.04822804867586	6.82669827642136	3.86013518362988	4.88835724503363	7.41101879475562	1.29378146647229
ENSG00000239951	3.30065795868407	6.57679215215758	3.8706338582193	3.30065795868407	4.27912626624596	5.02830047242812	4.68041555677707	3.30065795868407	3.30065795868407	4.76753051252449	5.96246947878582	3.68649763971634	3.30065795868407	4.49178437819851	6.67445678727656	7.15116364404724	16.3576783231308	6.61030761794087	11.1058485792647	3.78677540398597	16.918246486232	6.13796256094518	5.2735835761565	6.09380077801063	4.79061247505615	5.74472118552209	3.99640999260454	4.43265599086825	5.63235866153536	4.50942595524367	5.8144907519118	16.6374116304974	4.21500441980128	5.06250715995311	5.28923929400514	4.75827770677017	4.70238248339107	6.32171912357776	5.85766490151541	5.58410505039071	5.05578802464716	5.81150098223848	16.5508337355529	6.99848749987729	4.25480161767936	16.9191098798282	7.21495366586263	6.15249827981445	4.6754085856476	5.22359415025643	6.07531599839418	5.9921778633266	4.10585656661153	6.35822777819692	6.1375453400728	4.43694522811206	6.31743021199837	5.92952089990954	15.5198932456701	3.30065795868407	6.50691816642103	7.73189624637759	7.26997478516933	16.709913079368	3.30065795868407	6.90747528873408	5.90319303175391	5.23743084970337	5.10555524493522	16.1377729317604	16.8742578301973	5.50517310364876	5.33908721602658	5.79573666824357	16.9111400688114	5.73387775613113	16.8041097045416	4.56605695613839	15.7740841087957	4.17882335004948	5.002670232527	5.72848067429376	16.490571908932	4.44810428829585	8.43220006009257	5.93421564415347	5.31145335863559	8.01402560394813	6.78654317971896	6.3647702477201	5.56675598766883	4.91641820156198	3.30065795868407	5.05484526894544	16.827580564042	16.8858684462396	16.2139780373612	8.23600443462134	15.2752562100769	6.86465110980442	16.9246667251235	4.54547684461917	6.512992584125	5.58765250710568	5.57990789611365	4.73233967184391	8.35457542261876	4.16595566629185	3.77323848728063	3.30065795868407	4.98388037289536	3.30065795868407	4.01796715877167	1.26307394098271
