weights	features	abs_weight
-0.503482103136347	cg16345114/ERGIC1	0.503482103136347
-0.503550895977959	cg21291985/ZBTB46	0.503550895977959
-0.503727655948591	cg10206933/BNIP3	0.503727655948591
-0.504172071860161	cg04813159/AATK	0.504172071860161
-0.504373295925288	cg26992245/NA	0.504373295925288
-0.505054148191218	cg20987610/CDH17	0.505054148191218
-0.505408827420085	cg23349798/SASH1	0.505408827420085
-0.506259789677684	cg21693422/TBCD	0.506259789677684
-0.506447941927165	cg20420249/DNM3	0.506447941927165
-0.50647307144167	cg02223801/PTPRN2	0.50647307144167
-0.506807207591212	cg09319797/TNFRSF17	0.506807207591212
-0.50690476621387	cg00992317/C1QL3	0.50690476621387
-0.507270937763339	cg26446535/GRLF1	0.507270937763339
-0.507532998808773	cg17280129/NHS	0.507532998808773
-0.507658669731706	cg24005158/PHYH	0.507658669731706
-0.507733736559731	cg04955573/GFI1	0.507733736559731
-0.508363258349159	cg25469474/TNIP2	0.508363258349159
-0.509379137924091	cg06964899/SEC24C	0.509379137924091
-0.511401847064868	cg07759587/TLR8	0.511401847064868
-0.511440100425346	cg17808866/EXOC2	0.511440100425346
-0.51168032468422	cg12468850/DOK2	0.51168032468422
-0.511725726477875	cg15640140/RPL18AP3	0.511725726477875
-0.512838869594912	cg08652441/STAT3	0.512838869594912
-0.512961779842355	cg25783892/GHITM	0.512961779842355
-0.513373848399442	cg09656274/BNIP3	0.513373848399442
-0.514698994217454	cg23081855/WDR91	0.514698994217454
-0.515504568556677	cg04599041/EPB41L2	0.515504568556677
-0.516512317820881	cg07970040/CLSTN1	0.516512317820881
-0.516622394886721	cg23837804/RRP1	0.516622394886721
-0.516871077852882	cg26003360/YPEL2	0.516871077852882
-0.517053970120392	cg21224730/STAG2	0.517053970120392
-0.518134540255399	cg09363068/COX19	0.518134540255399
-0.518365118104114	cg10066186/NA	0.518365118104114
-0.518653001586997	cg21145248/SLC34A1	0.518653001586997
-0.519581671993092	cg13975093/UNC84A	0.519581671993092
-0.520280451873412	cg08947084/SNORD47	0.520280451873412
-0.520344470878719	cg16503259/NA	0.520344470878719
-0.520964199975609	cg06271165/RPL17	0.520964199975609
-0.521265627032205	cg14774290/PTK2	0.521265627032205
-0.522733358197181	cg10893014/TEAD3	0.522733358197181
-0.522764380328665	cg14011789/SEPT9	0.522764380328665
-0.522905084521581	cg21375204/CLIP2	0.522905084521581
-0.52415330936859	cg22950111/SDCCAG8	0.52415330936859
-0.524575875218506	cg05337636/RPTOR	0.524575875218506
-0.52525089164874	cg07697428/ANKFY1	0.52525089164874
-0.525329372595789	cg25892537/MAN2B2	0.525329372595789
-0.525330914727009	cg12292947/TNS3	0.525330914727009
-0.52596039216348	cg09642378/ARHGAP12	0.52596039216348
-0.527764213558321	cg03004860/KIAA0182	0.527764213558321
-0.527933411559032	cg07832245/PRDM16	0.527933411559032
-0.528398971789267	cg04340595/CLSTN1	0.528398971789267
-0.53130382636536	cg24699021/ERGIC1	0.53130382636536
-0.532280073018336	cg25191304/HIVEP3	0.532280073018336
-0.532293397271917	cg02229607/NA	0.532293397271917
-0.532587432953083	cg25043633/WDR27	0.532587432953083
-0.532823200132477	cg27257408/ACSBG1	0.532823200132477
-0.534764833850381	cg04317344/ATP11A	0.534764833850381
-0.535800930133855	cg00026553/ZNF710	0.535800930133855
-0.535886167979648	cg02067703/NA	0.535886167979648
-0.538047177072335	cg18191138/LPCAT1	0.538047177072335
-0.538200279174675	cg10052164/HCCA2	0.538200279174675
-0.541918856749416	cg22406334/NA	0.541918856749416
-0.542106327948913	cg17021487/KIAA1614	0.542106327948913
-0.542716976590409	cg00944599/TRRAP	0.542716976590409
-0.54347338744522	cg26917828/ITPKB	0.54347338744522
-0.543581836360256	cg16349093/NA	0.543581836360256
-0.546364304066496	cg01343045/FBLN7	0.546364304066496
-0.546540490621651	cg00463840/TNFRSF8	0.546540490621651
-0.546657319856526	cg08182454/NA	0.546657319856526
-0.547167257217329	cg01272393/SLC9A2	0.547167257217329
-0.547376436970759	cg14101687/FBLN7	0.547376436970759
-0.547658546752176	cg12371924/BCAT1	0.547658546752176
-0.547724343397392	cg12712184/NA	0.547724343397392
-0.548806281535396	cg00542224/NA	0.548806281535396
-0.550429613904488	cg08615820/PI4KA	0.550429613904488
-0.55098662068339	cg27181148/ANO6	0.55098662068339
-0.553992956764672	cg27525731/TNS3	0.553992956764672
-0.55437779118886	cg27296341/IPCEF1	0.55437779118886
-0.555438728336469	cg01250490/TNFRSF1B	0.555438728336469
-0.556220933712494	cg04317076/KIAA0182	0.556220933712494
-0.556457109392795	cg12131208/C17orf64	0.556457109392795
-0.557015003992158	cg27519392/CHD7	0.557015003992158
-0.557069511442894	cg12355887/ERGIC1	0.557069511442894
-0.557837582552853	cg20317872/DENND2D	0.557837582552853
-0.55930167414144	cg14373988/PEX10	0.55930167414144
-0.559634399624089	cg01114138/ZFX	0.559634399624089
-0.560296577131098	cg14350114/SNX30	0.560296577131098
-0.562228222576493	cg22535163/NA	0.562228222576493
-0.562979684797283	cg02652579/CUTA	0.562979684797283
-0.564438875628922	cg07891120/NA	0.564438875628922
-0.56550735374725	cg14136260/UCP3	0.56550735374725
-0.569131931168507	cg24578857/PLD6	0.569131931168507
-0.569382719576624	cg02057211/OSBPL10	0.569382719576624
-0.569611207665341	cg07457727/NA	0.569611207665341
-0.570478230003311	cg19205850/RAB7A	0.570478230003311
-0.571203332749146	cg25951288/NFATC1	0.571203332749146
-0.572415912005271	cg21694591/FAM46C	0.572415912005271
-0.573492321640951	cg19093370/PLD6	0.573492321640951
-0.573883234090163	cg04658243/RPTOR	0.573883234090163
-0.57510286180637	cg00090787/RPL4	0.57510286180637
-0.57609215441921	cg14696311/RASA3	0.57609215441921
-0.577288525846804	cg12077963/ANKFY1	0.577288525846804
-0.578988443133981	cg06241101/NA	0.578988443133981
-0.579468025206567	cg03657064/GPR160	0.579468025206567
-0.580016617067703	cg12377972/IL4	0.580016617067703
-0.580411227923888	cg14999716/HCFC2	0.580411227923888
-0.580614174534053	cg00277591/ANKFY1	0.580614174534053
-0.584470136391495	cg11477010/ANKFY1	0.584470136391495
-0.586483392713366	cg20899781/NA	0.586483392713366
-0.587462082493054	cg00572966/NA	0.587462082493054
-0.587980694586205	cg23093217/FAM49A	0.587980694586205
-0.590085695907968	cg24042578/PRKCZ	0.590085695907968
-0.590263988289999	cg03699749/OSBPL2	0.590263988289999
-0.59029319234923	cg13818243/RASA3	0.59029319234923
-0.592493339017593	cg01622606/C2orf58	0.592493339017593
-0.595123546020114	cg05540133/CBFA2T3	0.595123546020114
-0.598659446418518	cg25323444/MAD1L1	0.598659446418518
-0.605435907314963	cg10682197/RBM33	0.605435907314963
-0.605629869323617	cg18378662/POLRMT	0.605629869323617
-0.606072409118038	cg18440871/RBM33	0.606072409118038
-0.606692523097939	cg00416206/NA	0.606692523097939
-0.608851021023607	cg19683073/SERINC5	0.608851021023607
-0.609805451774817	cg16563454/EPB41	0.609805451774817
-0.611287698646561	cg04071758/CREBBP	0.611287698646561
-0.612007664356892	cg00443981/C17orf64	0.612007664356892
-0.613511343253478	cg25104613/VWA5B1	0.613511343253478
-0.616621428399966	cg04309214/NA	0.616621428399966
-0.616641781564105	cg07294785/HLA-DOA	0.616641781564105
-0.620155568069501	cg18912470/POLR2B	0.620155568069501
-0.621172809167584	cg06038342/RASA3	0.621172809167584
-0.62135171362022	cg20065905/FOXK2	0.62135171362022
-0.622414443700916	cg25606842/NA	0.622414443700916
-0.624596204479241	cg02350295/CREBBP	0.624596204479241
-0.625882703850845	cg06376992/RASGRF1	0.625882703850845
