weights	features	abs_weight
-0.501373528945304	AC008132.1	0.501373528945304
-0.522015955648028	DGKH	0.522015955648028
-0.530294926768479	PSD3	0.530294926768479
-0.538858936000399	NETO1	0.538858936000399
-0.544407678943179	AGPAT4	0.544407678943179
-0.553842977000716	AKAP12	0.553842977000716
-0.561527534168196	NPTX1	0.561527534168196
-0.565979469837811	BCL7A	0.565979469837811
-0.566933268106787	RBMS3	0.566933268106787
-0.599809998386019	MYLK	0.599809998386019
-0.620666698521054	KANK2	0.620666698521054
-0.656011283537884	SPART	0.656011283537884
-0.672985251528549	PPP1R9A	0.672985251528549
-0.678412514132833	PLD1	0.678412514132833
-0.772395702677358	L3MBTL4	0.772395702677358
-0.774986201961428	LDOC1	0.774986201961428
-0.809128036938742	CRY1	0.809128036938742
-0.849991821534929	LPL	0.849991821534929
-0.869763438344366	ZNF667.AS1	0.869763438344366
-0.894178971117372	ZNF667	0.894178971117372
-0.897249275935267	ZNF471	0.897249275935267
-0.978345341425426	SOWAHC	0.978345341425426
-1	SEPTIN10	1
