weights	features	abs_weight
0.558546177840572	cg13434489/PRDM16	0.558546177840572
0.613918469064065	cg07116712/NA	0.613918469064065
0.705675584245638	cg02565999/GPC6	0.705675584245638
0.720432315176648	cg24876960/IRX4	0.720432315176648
0.729554890078784	cg01005486/NA	0.729554890078784
0.773666539345026	cg12393503/NA	0.773666539345026
0.839863308002481	cg10817615/CHST1	0.839863308002481
0.840646185640744	cg24504954/FHIT	0.840646185640744
0.887420997443116	cg25009327/ZNF425	0.887420997443116
0.891952184120774	cg04205664/CLEC2L	0.891952184120774
0.924722851889925	cg07808087/CPEB2	0.924722851889925
0.929650846031715	cg02218809/TMEM219	0.929650846031715
1	cg27626141/AZIN1	1
