weights	features	abs_weight
-0.502661465558645	cg07825294/DAZAP1	0.502661465558645
-0.504480579179778	cg07499142/PIK3CD	0.504480579179778
-0.506822689263347	cg01320698/PIK3CD	0.506822689263347
-0.516467667161038	cg03437605/RHOBTB2	0.516467667161038
-0.526455166282311	cg11978120/NA	0.526455166282311
-0.529490858740855	cg14999716/HCFC2	0.529490858740855
-0.530919629963747	cg24545687/EP400	0.530919629963747
-0.531510364997989	cg09416521/FOXK2	0.531510364997989
-0.533646507340222	cg06812795/NA	0.533646507340222
-0.533856115673678	cg10134963/AGPAT5	0.533856115673678
-0.545849524439176	cg12353788/CHD3	0.545849524439176
-0.546758333066404	cg19275091/NA	0.546758333066404
-0.551082720944271	cg22244986/NA	0.551082720944271
-0.559710491014986	cg13363748/NA	0.559710491014986
-0.561177296041341	cg25106791/CARD11	0.561177296041341
-0.562179470983813	cg04194840/NDRG4	0.562179470983813
-0.562432087757693	cg21618273/TRIO	0.562432087757693
-0.564018477294972	cg25417042/DUSP5	0.564018477294972
-0.56422574624781	cg01245268/RAP1GAP2	0.56422574624781
-0.564384746050745	cg17298989/EIF2B3	0.564384746050745
-0.566564927583996	cg09396865/NA	0.566564927583996
-0.570046886399975	cg10512427/ACSF3	0.570046886399975
-0.570635299863297	cg02494794/FOXK2	0.570635299863297
-0.571797050872349	cg04340595/CLSTN1	0.571797050872349
-0.575834727359107	cg21116673/IL12B	0.575834727359107
-0.582149018380177	cg04955573/GFI1	0.582149018380177
-0.586982235846826	cg12033075/PIK3CD	0.586982235846826
-0.600430919342345	cg03891302/PHACTR1	0.600430919342345
-0.605693615568543	cg04142010/PDGFD	0.605693615568543
-0.614305550588285	cg16563454/EPB41	0.614305550588285
-0.629689108956859	cg12551983/NA	0.629689108956859
-0.639372803883917	cg20462493/NA	0.639372803883917
-0.652401028308957	cg05314414/ACSF3	0.652401028308957
-0.653347441962283	cg10202714/ACSF3	0.653347441962283
-0.657152490125148	cg12552626/CCDC146	0.657152490125148
-0.664158596374499	cg14047130/HS3ST1	0.664158596374499
-0.667507448847512	cg03601836/CLDN1	0.667507448847512
-0.674170841091086	cg16323330/MSI2	0.674170841091086
-0.675650258688531	cg19606131/SEC11A	0.675650258688531
-0.676666659532246	cg09452147/STAM	0.676666659532246
-0.68133019983433	cg07880190/NA	0.68133019983433
-0.681442308025083	cg20945520/C3orf21	0.681442308025083
-0.711672660290267	cg20539430/NGEF	0.711672660290267
-0.762605353844132	cg00883689/SPTBN1	0.762605353844132
-0.807583264515017	cg11307417/ZNF589	0.807583264515017
-0.889128515548866	cg24042854/C3orf21	0.889128515548866
