weights	features	abs_weight
0.731959781735489	cg22136363/LSP1	0.731959781735489
0.733674508717487	cg26003360/YPEL2	0.733674508717487
0.73620238633616	cg05987787/SYNJ2	0.73620238633616
0.738909127608842	cg19811761/ZNF471	0.738909127608842
0.742613149121621	cg00869668/SCARF1	0.742613149121621
0.743887634431385	cg27064708/RAD51L1	0.743887634431385
0.746448146126905	cg07499259/TNFRSF8	0.746448146126905
0.752057383573362	cg18052713/MSI2	0.752057383573362
0.752252347765709	cg27436190/ZNF236	0.752252347765709
0.756953761283466	cg26446535/GRLF1	0.756953761283466
0.759362433175059	cg24732137/ZNF667	0.759362433175059
0.762364256516877	cg18723409/LSP1	0.762364256516877
0.762391464692063	cg05314414/ACSF3	0.762391464692063
0.777411541468902	cg00463840/TNFRSF8	0.777411541468902
0.77863436987333	cg07460565/ZNF236	0.77863436987333
0.780134917764488	cg08687005/ZNF667	0.780134917764488
0.789567115936061	cg26289317/LPL	0.789567115936061
0.811894555624917	cg12712184/NA	0.811894555624917
0.817634380059992	cg19358877/ZNF471	0.817634380059992
0.890398929090301	cg00674365/ZNF471	0.890398929090301
0.903541175224445	cg01399475/TBC1D19	0.903541175224445
